timestamp,model,arm,event_ticker,market_ticker,title,mid_yes,raw_response,p_yes,error,has_technical,attempts
2026-02-15T04:27:14.030357+00:00,gpt-4o-mini,baseline,KXLIGUE1GAME-26FEB06FCMLIL,KXLIGUE1GAME-26FEB06FCMLIL-FCM,Metz vs Lille,0.175,0.17,0.17,,False,1
2026-02-15T04:27:14.040726+00:00,gpt-4o-mini,volume,KXLIGUE1GAME-26FEB06FCMLIL,KXLIGUE1GAME-26FEB06FCMLIL-FCM,Metz vs Lille,0.175,0.19,0.19,,False,1
2026-02-15T04:27:14.049995+00:00,gpt-4o-mini,full_technical,KXLIGUE1GAME-26FEB06FCMLIL,KXLIGUE1GAME-26FEB06FCMLIL-FCM,Metz vs Lille,0.175,0.18,0.18,,False,1
2026-02-15T04:27:14.502748+00:00,gpt-4o-mini,baseline,KXLALIGAGAME-26FEB06RCCOSA,KXLALIGAGAME-26FEB06RCCOSA-TIE,Celta Vigo vs Osasuna,0.285,0.28,0.28,,False,1
2026-02-15T04:27:14.502748+00:00,gpt-4o-mini,full_technical,KXLALIGAGAME-26FEB06RCCOSA,KXLALIGAGAME-26FEB06RCCOSA-TIE,Celta Vigo vs Osasuna,0.285,0.28,0.28,,False,1
2026-02-15T04:27:14.502748+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05OSUMD,KXNCAAMBSPREAD-26FEB05OSUMD-OSU13,Ohio St. at Maryland: Spread,0.505,0.5,0.5,,False,1
2026-02-15T04:27:14.510367+00:00,gpt-4o-mini,full_technical,KXCS2TOTALMAPS-26FEB01NRGMOUZ,KXCS2TOTALMAPS-26FEB01NRGMOUZ-3,IEM Krakow 2026: NRG vs. MOUZ Total Maps,0.34,0.34,0.34,,False,1
2026-02-15T04:27:14.523885+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05OSUMD,KXNCAAMBSPREAD-26FEB05OSUMD-OSU13,Ohio St. at Maryland: Spread,0.505,0.53,0.53,,False,1
2026-02-15T04:27:14.527952+00:00,gpt-4o-mini,volume,KXLALIGAGAME-26FEB06RCCOSA,KXLALIGAGAME-26FEB06RCCOSA-TIE,Celta Vigo vs Osasuna,0.285,0.3,0.3,,False,1
2026-02-15T04:27:14.883101+00:00,gpt-4o-mini,baseline,KXNCAAMBGAME-26FEB05DENNDSU,KXNCAAMBGAME-26FEB05DENNDSU-DEN,Denver at North Dakota St.,0.88,0.88,0.88,,False,1
2026-02-15T04:27:14.883101+00:00,gpt-4o-mini,volume,KXBUNDESLIGAGAME-26FEB06UNISGE,KXBUNDESLIGAGAME-26FEB06UNISGE-TIE,Union Berlin vs Frankfurt,0.275,0.3,0.3,,False,1
2026-02-15T04:27:14.883101+00:00,gpt-4o-mini,full_technical,KXSERIEAGAME-26FEB06VERPIS,KXSERIEAGAME-26FEB06VERPIS-TIE,Hellas Verona vs Pisa,0.315,0.34,0.34,,False,1
2026-02-15T04:27:14.897266+00:00,gpt-4o-mini,baseline,KXBUNDESLIGAGAME-26FEB06UNISGE,KXBUNDESLIGAGAME-26FEB06UNISGE-TIE,Union Berlin vs Frankfurt,0.275,0.28,0.28,,False,1
2026-02-15T04:27:14.952884+00:00,gpt-4o-mini,volume,KXNCAAMBGAME-26FEB05DENNDSU,KXNCAAMBGAME-26FEB05DENNDSU-DEN,Denver at North Dakota St.,0.88,0.85,0.85,,False,1
2026-02-15T04:27:14.993454+00:00,gpt-4o-mini,full_technical,KXBUNDESLIGAGAME-26FEB06UNISGE,KXBUNDESLIGAGAME-26FEB06UNISGE-TIE,Union Berlin vs Frankfurt,0.275,0.29,0.29,,False,1
2026-02-15T04:27:15.056474+00:00,gpt-4o-mini,full_technical,KXNCAAMBGAME-26FEB05DENNDSU,KXNCAAMBGAME-26FEB05DENNDSU-DEN,Denver at North Dakota St.,0.88,0.87,0.87,,False,1
2026-02-15T04:27:15.211689+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05OSUMD,KXNCAAMBSPREAD-26FEB05OSUMD-OSU13,Ohio St. at Maryland: Spread,0.505,0.52,0.52,,False,1
2026-02-15T04:27:15.229420+00:00,gpt-4o-mini,volume,KXBUNDESLIGAGAME-26FEB06UNISGE,KXBUNDESLIGAGAME-26FEB06UNISGE-UNI,Union Berlin vs Frankfurt,0.445,0.47,0.47,,False,1
2026-02-15T04:27:15.268479+00:00,gpt-4o-mini,baseline,KXWTAMATCH-26FEB06CIRSNI,KXWTAMATCH-26FEB06CIRSNI-CIR,Cirstea vs Snigur,0.715,0.71,0.71,,False,1
2026-02-15T04:27:15.298775+00:00,gpt-4o-mini,volume,KXWTAMATCH-26FEB06CIRSNI,KXWTAMATCH-26FEB06CIRSNI-CIR,Cirstea vs Snigur,0.715,0.68,0.68,,False,1
2026-02-15T04:27:15.364743+00:00,gpt-4o-mini,full_technical,KXWTAMATCH-26FEB06CIRSNI,KXWTAMATCH-26FEB06CIRSNI-CIR,Cirstea vs Snigur,0.715,0.73,0.73,,False,1
2026-02-15T04:27:15.375779+00:00,gpt-4o-mini,baseline,KXBUNDESLIGAGAME-26FEB06UNISGE,KXBUNDESLIGAGAME-26FEB06UNISGE-UNI,Union Berlin vs Frankfurt,0.445,0.45,0.45,,False,1
2026-02-15T04:27:15.473550+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM11,Memphis at UAB: Spread,0.205,0.2,0.2,,False,1
2026-02-15T04:27:15.610117+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM11,Memphis at UAB: Spread,0.205,0.22,0.22,,False,1
2026-02-15T04:27:15.648653+00:00,gpt-4o-mini,full_technical,KXLIGUE1GAME-26FEB06FCMLIL,KXLIGUE1GAME-26FEB06FCMLIL-TIE,Metz vs Lille,0.225,0.24,0.24,,False,1
2026-02-15T04:27:15.696495+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM11,Memphis at UAB: Spread,0.205,0.21,0.21,,False,1
2026-02-15T04:27:15.736378+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05OSUMD,KXNCAAMBSPREAD-26FEB05OSUMD-OSU19,Ohio St. at Maryland: Spread,0.195,0.2,0.2,,False,1
2026-02-15T04:27:15.771058+00:00,gpt-4o-mini,baseline,KXLIGUE1GAME-26FEB06FCMLIL,KXLIGUE1GAME-26FEB06FCMLIL-TIE,Metz vs Lille,0.225,0.23,0.23,,False,1
2026-02-15T04:27:15.784842+00:00,gpt-4o-mini,volume,KXLIGUE1GAME-26FEB06FCMLIL,KXLIGUE1GAME-26FEB06FCMLIL-TIE,Metz vs Lille,0.225,0.25,0.25,,False,1
2026-02-15T04:27:15.906652+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05OSUMD,KXNCAAMBSPREAD-26FEB05OSUMD-OSU19,Ohio St. at Maryland: Spread,0.195,0.22,0.22,,False,1
2026-02-15T04:27:15.993429+00:00,gpt-4o-mini,baseline,KXEUROLEAGUEGAME-26FEB06ZALEFS,KXEUROLEAGUEGAME-26FEB06ZALEFS-EFS,BC Zalgiris Kaunas at Anadolu Efes SK,0.455,0.46,0.46,,False,1
2026-02-15T04:27:16.001163+00:00,gpt-4o-mini,full_technical,KXBUNDESLIGAGAME-26FEB06UNISGE,KXBUNDESLIGAGAME-26FEB06UNISGE-UNI,Union Berlin vs Frankfurt,0.445,0.46,0.46,,False,1
2026-02-15T04:27:16.062662+00:00,gpt-4o-mini,volume,KXEUROLEAGUEGAME-26FEB06ZALEFS,KXEUROLEAGUEGAME-26FEB06ZALEFS-EFS,BC Zalgiris Kaunas at Anadolu Efes SK,0.455,0.46,0.46,,False,1
2026-02-15T04:27:16.090276+00:00,gpt-4o-mini,full_technical,KXEUROLEAGUEGAME-26FEB06ZALEFS,KXEUROLEAGUEGAME-26FEB06ZALEFS-EFS,BC Zalgiris Kaunas at Anadolu Efes SK,0.455,0.45,0.45,,False,1
2026-02-15T04:27:16.186641+00:00,gpt-4o-mini,baseline,KXATPCHALLENGERMATCH-26FEB05ELLMCC,KXATPCHALLENGERMATCH-26FEB05ELLMCC-MCC,Ellis vs McCabe,0.695,0.69,0.69,,False,1
2026-02-15T04:27:16.264107+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05OSUMD,KXNCAAMBSPREAD-26FEB05OSUMD-OSU19,Ohio St. at Maryland: Spread,0.195,0.21,0.21,,False,1
2026-02-15T04:27:16.322736+00:00,gpt-4o-mini,full_technical,KXATPCHALLENGERMATCH-26FEB05ELLMCC,KXATPCHALLENGERMATCH-26FEB05ELLMCC-MCC,Ellis vs McCabe,0.695,0.7,0.7,,False,1
2026-02-15T04:27:16.347059+00:00,gpt-4o-mini,volume,KXATPCHALLENGERMATCH-26FEB05ELLMCC,KXATPCHALLENGERMATCH-26FEB05ELLMCC-MCC,Ellis vs McCabe,0.695,0.67,0.67,,False,1
2026-02-15T04:27:16.402160+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05ACUVU,KXNCAAMBSPREAD-26FEB05ACUVU-UVU19,Abilene Christian at Utah Valley: Spread,0.445,0.46,0.46,,False,1
2026-02-15T04:27:16.416593+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05ACUVU,KXNCAAMBSPREAD-26FEB05ACUVU-UVU19,Abilene Christian at Utah Valley: Spread,0.445,0.45,0.45,,False,1
2026-02-15T04:27:16.548642+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM8,Memphis at UAB: Spread,0.3,0.3,0.3,,False,1
2026-02-15T04:27:16.548642+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05ACUVU,KXNCAAMBSPREAD-26FEB05ACUVU-UVU19,Abilene Christian at Utah Valley: Spread,0.445,0.5,0.5,,False,1
2026-02-15T04:27:16.558388+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM8,Memphis at UAB: Spread,0.3,0.32,0.32,,False,1
2026-02-15T04:27:16.609930+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM8,Memphis at UAB: Spread,0.3,0.32,0.32,,False,1
2026-02-15T04:27:16.684353+00:00,gpt-4o-mini,baseline,KXWTAMATCH-26FEB06BAPALE,KXWTAMATCH-26FEB06BAPALE-ALE,Baptiste vs Alexandrova,0.755,0.76,0.76,,False,1
2026-02-15T04:27:16.724052+00:00,gpt-4o-mini,volume,KXWTAMATCH-26FEB06BAPALE,KXWTAMATCH-26FEB06BAPALE-ALE,Baptiste vs Alexandrova,0.755,0.74,0.74,,False,1
2026-02-15T04:27:16.776564+00:00,gpt-4o-mini,full_technical,KXWTAMATCH-26FEB06BAPALE,KXWTAMATCH-26FEB06BAPALE-ALE,Baptiste vs Alexandrova,0.755,0.76,0.76,,False,1
2026-02-15T04:27:16.794894+00:00,gpt-4o-mini,baseline,KXEUROLEAGUEGAME-26FEB06VIBOPI,KXEUROLEAGUEGAME-26FEB06VIBOPI-VIB,Virtus Bologna at BC Olympiakos Piraeus,0.12,0.1,0.1,,False,1
2026-02-15T04:27:17.045937+00:00,gpt-4o-mini,volume,KXWTAMATCH-26FEB06SASGRA,KXWTAMATCH-26FEB06SASGRA-SAS,Sasnovich vs Gracheva,0.655,0.66,0.66,,False,1
2026-02-15T04:27:17.057073+00:00,gpt-4o-mini,volume,KXEUROLEAGUEGAME-26FEB06VIBOPI,KXEUROLEAGUEGAME-26FEB06VIBOPI-VIB,Virtus Bologna at BC Olympiakos Piraeus,0.12,0.14,0.14,,False,1
2026-02-15T04:27:17.061559+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM2,Memphis at UAB: Spread,0.57,0.57,0.57,,False,1
2026-02-15T04:27:17.061559+00:00,gpt-4o-mini,full_technical,KXEUROLEAGUEGAME-26FEB06VIBOPI,KXEUROLEAGUEGAME-26FEB06VIBOPI-VIB,Virtus Bologna at BC Olympiakos Piraeus,0.12,0.13,0.13,,False,1
2026-02-15T04:27:17.083319+00:00,gpt-4o-mini,baseline,KXWTAMATCH-26FEB06SASGRA,KXWTAMATCH-26FEB06SASGRA-SAS,Sasnovich vs Gracheva,0.655,0.66,0.66,,False,1
2026-02-15T04:27:17.110915+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM2,Memphis at UAB: Spread,0.57,0.58,0.58,,False,1
2026-02-15T04:27:17.168081+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM2,Memphis at UAB: Spread,0.57,0.57,0.57,,False,1
2026-02-15T04:27:17.393626+00:00,gpt-4o-mini,full_technical,KXWTAMATCH-26FEB06SASGRA,KXWTAMATCH-26FEB06SASGRA-SAS,Sasnovich vs Gracheva,0.655,0.66,0.66,,False,1
2026-02-15T04:27:17.467198+00:00,gpt-4o-mini,full_technical,KXWTAMATCH-26FEB06KARWAL,KXWTAMATCH-26FEB06KARWAL-KAR,Kartal vs Waltert,0.79,0.78,0.78,,False,1
2026-02-15T04:27:17.477318+00:00,gpt-4o-mini,volume,KXWTAMATCH-26FEB06KARWAL,KXWTAMATCH-26FEB06KARWAL-KAR,Kartal vs Waltert,0.79,0.77,0.77,,False,1
2026-02-15T04:27:17.487761+00:00,gpt-4o-mini,volume,KXEUROLEAGUEGAME-26FEB06OLMASV,KXEUROLEAGUEGAME-26FEB06OLMASV-OLM,Olimpia Milano at ASVEL Lyon-Villeurbanne,0.59,0.57,0.57,,False,1
2026-02-15T04:27:17.487761+00:00,gpt-4o-mini,full_technical,KXEUROLEAGUEGAME-26FEB06OLMASV,KXEUROLEAGUEGAME-26FEB06OLMASV-OLM,Olimpia Milano at ASVEL Lyon-Villeurbanne,0.59,0.58,0.58,,False,1
2026-02-15T04:27:17.539324+00:00,gpt-4o-mini,baseline,KXNCAAMBGAME-26FEB05MORESEMO,KXNCAAMBGAME-26FEB05MORESEMO-MORE,Morehead St. at Southeast Missouri St.,0.025,0.03,0.03,,False,1
2026-02-15T04:27:17.548345+00:00,gpt-4o-mini,baseline,KXWTAMATCH-26FEB06KARWAL,KXWTAMATCH-26FEB06KARWAL-KAR,Kartal vs Waltert,0.79,0.79,0.79,,False,1
2026-02-15T04:27:17.596915+00:00,gpt-4o-mini,baseline,KXEUROLEAGUEGAME-26FEB06OLMASV,KXEUROLEAGUEGAME-26FEB06OLMASV-OLM,Olimpia Milano at ASVEL Lyon-Villeurbanne,0.59,0.59,0.59,,False,1
2026-02-15T04:27:17.909754+00:00,gpt-4o-mini,full_technical,KXNCAAMBGAME-26FEB05MORESEMO,KXNCAAMBGAME-26FEB05MORESEMO-MORE,Morehead St. at Southeast Missouri St.,0.025,0.04,0.04,,False,1
2026-02-15T04:27:17.919645+00:00,gpt-4o-mini,baseline,KXEUROLEAGUEGAME-26FEB06FCBBVG,KXEUROLEAGUEGAME-26FEB06FCBBVG-BVG,FC Barcelona at Baskonia Vitoria-Gasteiz,0.415,0.4,0.4,,False,1
2026-02-15T04:27:17.919645+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05IDHOMTST,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST6,Idaho at Montana St.: Spread,0.575,0.57,0.57,,False,1
2026-02-15T04:27:17.923440+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05IDHOMTST,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST6,Idaho at Montana St.: Spread,0.575,0.57,0.57,,False,1
2026-02-15T04:27:17.953772+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05IDHOMTST,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST6,Idaho at Montana St.: Spread,0.575,0.58,0.58,,False,1
2026-02-15T04:27:18.242598+00:00,gpt-4o-mini,volume,KXNCAAMBGAME-26FEB05MORESEMO,KXNCAAMBGAME-26FEB05MORESEMO-MORE,Morehead St. at Southeast Missouri St.,0.025,0.04,0.04,,False,1
2026-02-15T04:27:18.258258+00:00,gpt-4o-mini,full_technical,KXEUROLEAGUEGAME-26FEB06FCBBVG,KXEUROLEAGUEGAME-26FEB06FCBBVG-BVG,FC Barcelona at Baskonia Vitoria-Gasteiz,0.415,0.42,0.42,,False,1
2026-02-15T04:27:18.301208+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM5,Memphis at UAB: Spread,0.435,0.43,0.43,,False,1
2026-02-15T04:27:18.305656+00:00,gpt-4o-mini,volume,KXWTAMATCH-26FEB06ZAKGRA,KXWTAMATCH-26FEB06ZAKGRA-ZAK,Zakharova vs Grabher,0.645,0.63,0.63,,False,1
2026-02-15T04:27:18.318561+00:00,gpt-4o-mini,volume,KXEUROLEAGUEGAME-26FEB06FCBBVG,KXEUROLEAGUEGAME-26FEB06FCBBVG-BVG,FC Barcelona at Baskonia Vitoria-Gasteiz,0.415,0.38,0.38,,False,1
2026-02-15T04:27:18.325473+00:00,gpt-4o-mini,full_technical,KXWTAMATCH-26FEB06ZAKGRA,KXWTAMATCH-26FEB06ZAKGRA-ZAK,Zakharova vs Grabher,0.645,0.64,0.64,,False,1
2026-02-15T04:27:18.642667+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM5,Memphis at UAB: Spread,0.435,0.45,0.45,,False,1
2026-02-15T04:27:18.668122+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05MEMUAB,KXNCAAMBSPREAD-26FEB05MEMUAB-MEM5,Memphis at UAB: Spread,0.435,0.44,0.44,,False,1
2026-02-15T04:27:18.739702+00:00,gpt-4o-mini,volume,KXWTAMATCH-26FEB06RADOLI,KXWTAMATCH-26FEB06RADOLI-RAD,Raducanu vs Oliynykova,0.835,0.81,0.81,,False,1
2026-02-15T04:27:18.746279+00:00,gpt-4o-mini,baseline,KXWTAMATCH-26FEB06ZAKGRA,KXWTAMATCH-26FEB06ZAKGRA-ZAK,Zakharova vs Grabher,0.645,0.65,0.65,,False,1
2026-02-15T04:27:18.753207+00:00,gpt-4o-mini,baseline,KXWTAMATCH-26FEB06RADOLI,KXWTAMATCH-26FEB06RADOLI-RAD,Raducanu vs Oliynykova,0.835,0.83,0.83,,False,1
2026-02-15T04:27:18.827260+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05IDHOMTST,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST9,Idaho at Montana St.: Spread,0.435,0.43,0.43,,False,1
2026-02-15T04:27:19.037035+00:00,gpt-4o-mini,baseline,KXNCAAMBGAME-26FEB05USIUTM,KXNCAAMBGAME-26FEB05USIUTM-USI,Southern Indiana at Tennessee-Martin,0.025,0.03,0.03,,False,1
2026-02-15T04:27:19.058925+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05IDHOMTST,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST9,Idaho at Montana St.: Spread,0.435,0.44,0.44,,False,1
2026-02-15T04:27:19.091749+00:00,gpt-4o-mini,full_technical,KXWTAMATCH-26FEB06RADOLI,KXWTAMATCH-26FEB06RADOLI-RAD,Raducanu vs Oliynykova,0.835,0.83,0.83,,False,1
2026-02-15T04:27:19.097979+00:00,gpt-4o-mini,full_technical,KXNCAAMBGAME-26FEB05USIUTM,KXNCAAMBGAME-26FEB05USIUTM-USI,Southern Indiana at Tennessee-Martin,0.025,0.03,0.03,,False,1
2026-02-15T04:27:19.166499+00:00,gpt-4o-mini,volume,KXNCAAMBGAME-26FEB05USIUTM,KXNCAAMBGAME-26FEB05USIUTM-USI,Southern Indiana at Tennessee-Martin,0.025,0.04,0.04,,False,1
2026-02-15T04:27:19.210514+00:00,gpt-4o-mini,volume,KXEUROLEAGUEGAME-26FEB06ZALEFS,KXEUROLEAGUEGAME-26FEB06ZALEFS-ZAL,BC Zalgiris Kaunas at Anadolu Efes SK,0.535,0.54,0.54,,False,1
2026-02-15T04:27:19.254512+00:00,gpt-4o-mini,baseline,KXEUROLEAGUEGAME-26FEB06ZALEFS,KXEUROLEAGUEGAME-26FEB06ZALEFS-ZAL,BC Zalgiris Kaunas at Anadolu Efes SK,0.535,0.54,0.54,,False,1
2026-02-15T04:27:19.353919+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05IDHOMTST,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST9,Idaho at Montana St.: Spread,0.435,0.45,0.45,,False,1
2026-02-15T04:27:19.378113+00:00,gpt-4o-mini,full_technical,KXEUROLEAGUEGAME-26FEB06ZALEFS,KXEUROLEAGUEGAME-26FEB06ZALEFS-ZAL,BC Zalgiris Kaunas at Anadolu Efes SK,0.535,0.56,0.56,,False,1
2026-02-15T04:27:19.458309+00:00,gpt-4o-mini,volume,KXNCAAMBSPREAD-26FEB05IDHOMTST,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST3,Idaho at Montana St.: Spread,0.71,0.7,0.7,,False,1
2026-02-15T04:27:19.476704+00:00,gpt-4o-mini,baseline,KXNCAAMBSPREAD-26FEB05IDHOMTST,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST3,Idaho at Montana St.: Spread,0.71,0.71,0.71,,False,1
2026-02-15T04:27:19.486243+00:00,gpt-4o-mini,baseline,KXEUROLEAGUEGAME-26FEB06OLMASV,KXEUROLEAGUEGAME-26FEB06OLMASV-ASV,Olimpia Milano at ASVEL Lyon-Villeurbanne,0.405,0.41,0.41,,False,1
2026-02-15T04:27:19.846088+00:00,gpt-4o-mini,full_technical,KXNCAAMBSPREAD-26FEB05IDHOMTST,KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST3,Idaho at Montana St.: Spread,0.71,0.73,0.73,,False,1
2026-02-15T04:27:19.850388+00:00,gpt-4o-mini,baseline,KXWTAMATCH-26FEB06FRECEN,KXWTAMATCH-26FEB06FRECEN-FRE,Frech vs Cengiz,0.905,0.91,0.91,,False,1
2026-02-15T04:27:19.850388+00:00,gpt-4o-mini,volume,KXWTAMATCH-26FEB06FRECEN,KXWTAMATCH-26FEB06FRECEN-FRE,Frech vs Cengiz,0.905,0.88,0.88,,False,1
2026-02-15T04:27:19.850388+00:00,gpt-4o-mini,volume,KXEUROLEAGUEGAME-26FEB06OLMASV,KXEUROLEAGUEGAME-26FEB06OLMASV-ASV,Olimpia Milano at ASVEL Lyon-Villeurbanne,0.405,0.41,0.41,,False,1
2026-02-15T04:27:19.850388+00:00,gpt-4o-mini,full_technical,KXEUROLEAGUEGAME-26FEB06OLMASV,KXEUROLEAGUEGAME-26FEB06OLMASV-ASV,Olimpia Milano at ASVEL Lyon-Villeurbanne,0.405,0.43,0.43,,False,1
2026-02-15T04:27:19.859188+00:00,gpt-4o-mini,full_technical,KXWTAMATCH-26FEB06FRECEN,KXWTAMATCH-26FEB06FRECEN-FRE,Frech vs Cengiz,0.905,0.9,0.9,,False,1
2026-02-15T04:27:19.889941+00:00,gpt-4o-mini,baseline,KXLOLGAME-26FEB06BRODRX,KXLOLGAME-26FEB06BRODRX-BRO,LCK Cup 2026: OKSavingsBank BRION vs. DRX,0.42,0.42,0.42,,False,1
2026-02-15T04:27:19.912882+00:00,gpt-4o-mini,volume,KXLOLGAME-26FEB06BRODRX,KXLOLGAME-26FEB06BRODRX-BRO,LCK Cup 2026: OKSavingsBank BRION vs. DRX,0.42,0.41,0.41,,False,1
2026-02-15T04:27:20.321950+00:00,gpt-4o-mini,volume,KXWTAMATCH-26FEB06KAWSEI,KXWTAMATCH-26FEB06KAWSEI-SEI,Kawa vs Seidel,0.795,0.75,0.75,,False,1
2026-02-15T04:27:20.326994+00:00,gpt-4o-mini,baseline,KXEUROLEAGUEGAME-26FEB06FCBBVG,KXEUROLEAGUEGAME-26FEB06FCBBVG-FCB,FC Barcelona at Baskonia Vitoria-Gasteiz,0.575,0.57,0.57,,False,1
2026-02-15T04:27:20.326994+00:00,gpt-4o-mini,baseline,KXEUROLEAGUEGAME-26FEB06MTACZV,KXEUROLEAGUEGAME-26FEB06MTACZV-MTA,Maccabi Tel-Aviv at KK Crvena zvezda Belgrade,0.265,0.25,0.25,,False,1
2026-02-15T04:27:20.326994+00:00,gpt-4o-mini,full_technical,KXEUROLEAGUEGAME-26FEB06FCBBVG,KXEUROLEAGUEGAME-26FEB06FCBBVG-FCB,FC Barcelona at Baskonia Vitoria-Gasteiz,0.575,0.58,0.58,,False,1
